temperature,vibration,pressure,runtime_hours,humidity,component_failure
74.96714153011233,1.092192442122609,24.42959320883456,2884.7300182179165,39.216691510698425,0
68.61735698828815,2.1396149892204983,26.84534583131105,2329.401758837676,34.84530726916141,0
76.47688538100692,2.586394466578356,25.289699082128777,779.6200745432757,35.198377168069555,0
85.23029856408026,4.887687657340191,27.26002090629431,1577.0625776444554,40.30140661315178,0
67.65846625276664,3.556553124533758,28.929248446444056,318.633555485663,41.11981932621258,0
67.6586304305082,1.6645184309001086,34.18577243165692,1205.0212774527374,35.43300855306487,0
85.79212815507391,3.486036289417637,28.39420480647149,4260.58295598311,37.26847753480098,1
77.67434729152909,1.4526960110616345,22.071871466152036,1093.5667823044232,53.44284575234596,0
65.30525614065049,4.082691053887073,35.7003392324758,3659.754078947817,53.845049626510345,1
75.42560043585965,2.5288753481821216,25.814549331924802,1784.4325487006004,42.52033979934877,0
65.36582307187538,2.906363811260829,29.706397864476855,426.0812986129986,26.58740272763262,0
65.34270246429743,4.32579664754219,32.23268253470356,1740.2759170234085,45.38503156639044,1
72.41962271566034,1.71283643141575,30.998052092013914,1410.3720314359985,55.54282441611026,0
50.86719755342202,1.6028818148870088,35.47089773760738,1017.1274848200546,53.697811019623785,0
52.75082167486967,2.416400673653995,32.3950157169638,254.82700914194206,47.344258528096674,0
64.37712470759027,4.038378851019317,25.69345210151446,1078.1369969822863,54.22422955285822,0
59.87168879665576,1.4806539245231576,40.89281086995831,151.09081990747765,40.53384272479022,0
73.14247332595274,0.16784440188943117,30.971667316691168,207.98745893542448,46.28102969833705,0
60.91975924478789,2.548841141591001,29.26329886689247,1075.4227666120396,33.192244336748196,0
55.87696298664709,3.5517407999109203,34.819627115277854,728.784958067922,42.922654561557124,0
84.65648768921554,4.2002617497388295,31.24725472965036,5195.102617365408,53.295342439705244,1
67.74223699513465,2.536838637914601,31.996140964696636,942.2671119620276,34.10576588513109,0
70.67528204687923,2.5885733928839976,42.460919993003436,2836.462904373305,31.385565705357138,1
55.75251813786544,4.153900734255747,28.624392858724768,1511.0987497017893,40.97488939023697,0
64.55617275474818,1.1302583003045794,28.41119552991302,2435.370575274828,37.73337796276,0
71.10922589709867,2.611479224816991,30.58289256006232,602.5236777450829,46.491477210704204,0
58.490064225776976,3.1904238899250577,35.35757967790519,5691.350419617093,35.467404740529574,1
73.75698018345672,3.4492187212850345,22.467329849048006,1510.421786628703,57.18439615602714,0
63.99361310081195,2.4901933068091173,20.172220542617474,3559.551973083807,27.10323902038944,0
67.08306250206724,3.0344410117058414,27.06442364689926,908.404481817326,52.53734786219734,0
63.98293387770603,0.5116726465870105,21.830385204703564,211.19075102720765,32.35150771691897,0
88.52278184508938,2.3417515876661517,27.87584326237181,2239.947544751286,22.04017265415977,0
69.86502775262066,3.4535087125544672,32.51249848064645,15.579822124613509,42.37875156348868,0
59.422890710440996,2.0177059657453205,25.54625568223868,1289.8304455193436,37.45392013986117,0
78.22544912103189,3.0589842215895975,22.865867116093288,428.3723341290378,28.903906320969693,0
57.791563500289776,3.446872500802698,30.34668580857674,1974.3681614388724,23.18623108284736,0
